quote,character
"“That brings us up against two possibilities. First, that Miss Van Schuyler only stole the imitation string after the real ones had been stolen by someone else. Second, that the whole kleptomaniac story is a fabrication. Either Miss Bowers is a thief, and quickly invented the story and allayed suspicion by handing over the false pearls, or else that whole party is in it together. That is to say, they are a gang of clever jewel thieves masquerading as an exclusive American family.”",poirot
studying her—wondering what these English relations of whom she spoke were like—wondering what,poirot
"“And when you had left her, what did you do?”",poirot
"“Dieu, que je suis bête!”",poirot
"“It is no answer to say that the man was mentally unhinged. To say a man does mad things because he is mad is merely unintelligent and stupid. A madman is as logical and reasoned in his actions as a sane man—given his peculiar biased point of view. For example, if a man insists on going out and squatting about in nothing but a loin cloth his conduct seems eccentric in the extreme. But once you know that the man himself is firmly convinced that he is Mahatma Gandhi, then his conduct becomes perfectly reasonable and logical.",poirot
"I’ve been longer than a quarter of an hour, I’m afraid",poirot
"“You have taken the prints of every one in the house, you say,” “Is that the exact truth you are telling me there, M. l’Inspecteur?”",poirot
"""He said that it was Elsa who had insisted on spilling the beans. I said, Why? And he said that she had had some idea that it wasn’t straight otherwise. She wanted everything to",poirot
“You can at least congratulate yourself on having done nothing to assist me!”,poirot
"""Eva Kane’s daughter may be tall or short, dark or fair—we have no guide to what she looks like. We have considered Deirdre Henderson in that role. Now for the other two. First of all I will tell you this: Mrs. Rendell is afraid of something.""",poirot
"I see. I thought, perhaps, you might be going to be married.",poirot
"A chicken, of course.",poirot
"""Stapleton was with me when I heard it last. He said that it might be the calling of a strange bird.""",poirot
"No, no, my child. We can all realize the strain of this last week.",poirot
"""Perfectly sound!""",poirot
"“That’s what I wanted to see you about. It’s quite all right, see, old girl? You just got a bit rattled last night—a shade tight. All perfectly natural.”",poirot
"“Possibly, yes.”",poirot
"“Thank you,",poirot
“I thought as much. I brought some up with me.”,poirot
"But she had perhaps talked too much on one occasion, as you suggest she might be able to do?",poirot
"“It is not always a question of gain, Madame.”",poirot
"“It’s all graveled again here, and hard as it can be.”",poirot
"Think I’ll go along to the cove now. See if Phillips has found anything. Then there’s that Pixy’s Cave we’ve been hearing about. Ought to see if there are any traces of a man waiting in there. Eh, Poirot? What do you think?",poirot
"I loved Louise and I killed her . . . if you'd known Louise you'd have understood . . . No, I think you understand anyway. . .",poirot
"Precisely. A murderer is always a gambler. And, like many gamblers, a murderer often does not know when to stop. With each crime his opinion of his own abilities is strengthened. His sense of proportion is warped. He does not say ‘I have been clever and lucky!’ No, he says only ‘I have been clever!’ And his opinion of his cleverness grows and then, mes amis, the ball spins, and the run of colour is over—it drops into a new number and the croupier calls out ‘Rouge.’",poirot
“Toodle-oodle-oo!”,poirot
implying that she thinks highly of him.,poirot
” Poirot’s voice came sharply and interrupted me. “When was that letter written? Is there a date on it?”,poirot
"""Oh, la! la! la!"" he said unexpectedly.",poirot
"“Ah ça, jamais! That, par exemple, I do not believe.”",poirot
“She was too much alive.”,poirot
"“See you, Hastings? Look here—quickly—come and look.”",poirot
“Where are these tragic women now? I suppose you sometimes get letters after the appearance of these articles?”,poirot
“When witches ride on broomsticks.”,poirot
"""I thought not.""",poirot
"“She too came, I have heard, from a broken home,”",poirot
"you understand. The Mayor, he is, of course, an officer of the Government, so he is for the Government, and the priest is for General Franco—but most of the people are busy with the vines and the land, they have not time to go into these questions.""",poirot
"anyway, M. Poirot, and I'm ever so grateful. I really am.""",poirot
"""It was, according to him, inevitable.""",poirot
"is it?—seems rather worried. She says you told her she was the last person to see this man alive. She thinks, I believe, that you suspect her on that account. Can’t I tell her that she has made a mistake? Really, you know, she is the kind of creature who wouldn’t hurt a fly.”",poirot
“Who won and who lost?”,poirot
“Too much….”,poirot
"""Splendid.""",poirot
"you know, that what everybody has told me must be right,”",poirot
"“Of course it is so. Why, you’ve said so all along!”",poirot
"“I want to show you, mademoiselle, that even in a small unimportant matter, I am something of a magician. There are things I know without having to be told.”",poirot
“Father taught me to do that. He said there might be some clerical error.”,poirot
"“Oh, well, Jules here will compose for you a little meal that will be a poem—positively a poem! Women, however charming, have this disadvantage: They distract the mind from food! You will enjoy your dinner, Monsieur Poirot; I promise you that. Now as to wine—”",poirot
"""I think, too, that Harry inherited many of his father’s mannerisms—that habit, for instance, of throwing back his head and laughing, and another habit of drawing his finger along the line of his jaw.""",poirot
"We always went this way in the old days, unless, of course, there was a storm or it was raining, and then we’d take the car.",poirot
"“Yes, Parker. I always come back to Parker—not as the murderer—no, he did not commit the murder; but who is more suitable than he as the mysterious scoundrel who terrorized Mrs. Ferrars? He may have got his information about Mr. Ferrars’s death from one of the King’s Paddock servants. At any rate, he is more likely to have come upon it than a casual guest such as Blunt, for instance.”",poirot
"""I am bound to say that in all the accounts which you have been so good as to give of my own small achievements you have habitually underrated your own abilities.""",poirot
