no.,character,quote
1438,japp,"A
chap cant be murdering some one in one place when hes drinking in the
bar in another place a mile away."
1439,watson,"There are unexplored
     possibilities about you. Take a wire down, like a good fellow. Will
     examine your case with pleasure."
1440,hastings,A person who is sleeping quite soundly will often wake up at the sound of a footfall. If the table could be reached from the window it would be the safer way.
1441,watson,"I should be most happy to go down with you if I should not be in the
     way,"
1442,japp,"For the moment, yes. And you, you have seen all the patients?"
1443,watson,"I owe you a
     thousand apologies. I had no idea that you would be so affected."
1444,japp,"Get me out a list of all stocking manufacturing firms and circularize them. I want a list of all their agents—you know, fellows who sell on commission and tout for orders."
1445,watson,"Not another word did he say of the case until late that night, when
     he was turning away, with his lighted candle, for his bedroom."
1446,japp,"No, no, I do not mean that—you would not hurt a poor old man—not be hard on him. Everyone is hard on poor old Franz. Poor old Franz."
1447,watson,"I cried with all the enthusiasm
     of a man fresh from the fogs of Baker Street. But Holmes shook his head gravely."
1448,watson,"I owe you both my thanks and an apology. It was an unjustifiable
     experiment even for ones self, and doubly so for a friend. I am
     really very sorry."
1449,watson,"He was indeed a deplorable spectacle. In the dim light of a foggy
     November day the sick room was a gloomy spot, but it was that gaunt,
     wasted face staring at me from the bed which sent a chill to my
     heart. His eyes had the brightness of fever, there was a hectic flush
     upon either cheek, and dark crusts clung to his lips; the thin hands
     upon the coverlet twitched incessantly, his voice was croaking and
     spasmodic. He lay listlessly as I entered the room, but the sight of
     me brought a gleam of recognition to his eyes."
1450,japp,"At last we have a piece of information that is very definite. That tells one something, does it not?"
1451,watson,"I suppose that its influence is physically a bad one. I find it,
     however, so transcendently stimulating and clarifying to the mind
     that its secondary action is a matter of small moment."
1452,japp,"Blackmailers arent in the habit of bumping off their victims. But what it does give us is this, it suggests a reason for Mrs. Marshalls curious behaviour this morning. Shed got a rendezvous with this fellow who was blackmailing her, and she didnt want either her husband or Redfern to know about it."
1453,japp,"its an idea. Ill look into it all right,
but dont you be disappointed if nothing comes of it."
1454,japp,"I shouldnt wonder if you ended by detecting your own death,"
1455,japp,"Let me see. This silver table is in front of one of the
windows, I think you said, doctor?"
1456,japp,"Well keep that
for the inquest. The blow was delivered by a right-handed man
standing behind him, and death must have been instantaneous. By the
expression on the dead mans face, I should say that the blow was quite
unexpected. He probably died without knowing who his assailant was."
1457,watson,but I have never seen a place to compare with it.
1458,watson,"His revolver cracked, and I saw the blood spurt from the front of
     Woodleys waistcoat. He spun round with a scream and fell upon his
     back, his hideous red face turning suddenly to a dreadful mottled
     pallor. The old man, still clad in his surplice, burst into such a
     string of foul oaths as I have never heard, and pulled out a revolver
     of his own, but before he could raise it he was looking down the
     barrel of Holmess weapon."
1459,hastings,"So thats what he was after, was it? By Jove, I wonder if he did find anything. A bit of a coincidence if both he and Miss Johnson discovered a clue to the identity of the murderer at practically the same time."
1460,watson,"Well, Holmes, I must confess that when I consider that this is a man
     who would certainly brush any obstacle from his path, and when I
     remember that his wife may have been an obstacle and an object of
     dislike, as that man Bates plainly told us, it seems to me--"
1461,japp,"youve been bitten with all this
psychoanalysis stuff? Now, Im a plain man——"
1462,japp,"Cant say definitely without knowing more about her. Lots of factors to take into account. Lets see, its quarter to one now. What time was it when you found her?"
1463,japp,"Sometimes these quiet ones are the most violent underneath, so to speak. Its all bottled up. He may have been madly fond of her—and madly jealous. But hes not the kind to show it."
1464,japp,No news as yet. All men available are on the lookout. All persons whose name begins with C are being warned by phone when possible. Theres just a chance. Wheres the letter?
1465,watson,"His collaboration may be very necessary, for we are
     dealing on this occasion, Mr. Holmes, with a man to whom violence is
     familiar and who will, literally, stick at nothing. I should say that
     there is no more dangerous man in Europe."
