number,character,quote
1451,sh,"It at least bears out the theory that it is on the side of the
     Lower Gill Moor that we must hope for results. The police have really
     done nothing locally, save the arrest of these gipsies. Look here,
     Watson! There is a watercourse across the moor. You see it marked
     here in the map. In some parts it widens into a morass. This is
     particularly so in the region between Holdernesse Hall and the
     school. It is vain to look elsewhere for tracks in this dry weather;
     but at that point there is certainly a chance of some record being
     left. I will call you early to-morrow morning, and you and I will try
     if we can throw some little light upon the mystery."
1452,mm,"I hadn’t asked anyone to post anything. The first I saw of the parcel was when Anthea passed the garden of the Golden Boar where you and I were sitting talking, carrying it."
1453,sh,I never read such rubbish in my life.
1454,hp,I don’t believe it. I don’t believe Linda killed her. Surely it’s impossible—on the evidence!
1455,sh,"CHAPTER III



     I slept at Baker Street that night, and we were engaged upon our
     toast and coffee in the morning when the King of Bohemia rushed into
     the room."
1456,hp,"Ah, pardon, you yourself, Monsieur, opened your door and looked out for a second."
1457,sh,"And now, Lord
     Holdhurst, we have already taken up too much of your valuable time,
     and we shall wish you good-day."
1458,hp,"Colonel Race and I must interview all the passengers. Until we have got their stories it would be unwise to form theories. Then there is the maid. We ought to interview her first of all. It would, perhaps, be as well if we did that here. Monsieur Doyle’s presence might be helpful."
1459,sh,"Our client had suddenly burst into the room with an explosive energy
     which told of some new and momentous development."
1460,hp,"It would be pleasant if such were the case,"
1461,hp,"Because her husband was in love with Arlena. But I don’t think she would really want to kill her. I mean she’d just feel that she wished she was dead—and that isn’t the same thing at all, is it?"
1462,mm,"One or two rather peculiar indications perhaps, but indications are not facts."
1463,hp,I work mainly in London. You speak English?
1464,mm,"how tragic. The sort of thing that’s not easily forgotten, is it."
1465,mm,"I remember comparing it with my watch. Still, as you say, that has no bearing on the present matter."
1466,hp,"The impossible cannot have happened, therefore the impossible must be possible in spite of appearances."
1467,mm,there’s no need to do that. There are other things you ought to be doing.
1468,mm,"I wasn’t actually sure until then. Miss Cooke had come to St. Mary Mead and I found out fairly quickly that she was not what she represented herself to be, which was a woman knowledgeable in gardening who had come there to help a friend with her garden. So I was left with the choice of deciding what her real object had been, once she had acquainted herself with my appearance, which was obviously the only thing she could have come for. When I recognized her again, on the coach, I had to make up my mind if she was accompanying the tour in the rôle of guardianship, or whether those two women were enemies enlisted by what I might call the other side.

“I was only really sure that last evening when Miss Cooke prevented me, by very distinct words of warning, from drinking the cup of coffee that Clotilde Bradbury-Scott had just set down in front of me. She phrased it very cleverly, but the warning was clearly there. Later, when I was wishing those two good night, one of them took my hand in both of hers giving me a particularly friendly and affectionate handshake. And in doing so she passed something into my hand, which, when I examined it later, I found to be a high-powered whistle. I took it to bed with me, accepted the glass of milk which was urged upon me by my hostess, and wished her good night, being careful not to change my simple and friendly attitude."
1469,sh,"No, no, it is not so bad as that,"
1470,sh,"have lost a sensational treat through the
     sudden death of the man Hope, who was suspected of the murder of Mr.
     Enoch Drebber and of Mr. Joseph Stangerson. The details of the case
     will probably be never known now, though we are informed upon good
     authority that the crime was the result of an old standing and
     romantic feud, in which love and Mormonism bore a part. It seems that
     both the victims belonged, in their younger days, to the Latter Day
     Saints, and Hope, the deceased prisoner, hails also from Salt Lake
     City. If the case has had no other effect, it, at least, brings out
     in the most striking manner the efficiency of our detective police
     force, and will serve as a lesson to all foreigners that they will do
     wisely to settle their feuds at home, and not to carry them on to
     British soil. It is an open secret that the credit of this smart
     capture belongs entirely to the well-known Scotland Yard officials,
     Messrs. Lestrade and Gregson. The man was apprehended, it appears, in
     the rooms of a certain Mr. Sherlock Holmes, who has himself, as an
     amateur, shown some talent in the detective line, and who, with such
     instructors, may hope in time to attain to some degree of their
     skill. It is expected that a testimonial of some sort will be
     presented to the two officers as a fitting recognition of their
     services."
